date, number_of_issues, number_of_pull_requests, number_of_commits
2015-05-13, 35, 35, 31
2015-05-14, 25, 25, 19
2015-05-15, 43, 43, 22
2015-05-16, 8, 8, 14
2015-05-17, 10, 10, 12
2015-05-18, 27, 27, 22
2015-05-19, 22, 22, 21
2015-05-20, 31, 31, 16
2015-05-21, 35, 35, 31
2015-05-22, 31, 31, 19
2015-05-23, 13, 13, 18
2015-05-24, 11, 11, 5
2015-05-25, 7, 7, 5
2015-05-26, 23, 23, 14
2015-05-27, 27, 27, 17
2015-05-28, 29, 29, 12
2015-05-29, 32, 32, 35
2015-05-30, 14, 14, 20
2015-05-31, 19, 19, 18
2015-06-01, 20, 20, 7
2015-06-02, 34, 34, 24
2015-06-03, 31, 31, 31
2015-06-04, 33, 33, 14
2015-06-05, 18, 18, 18
2015-06-06, 8, 8, 5
2015-06-07, 6, 6, 15
2015-06-08, 17, 17, 13
2015-06-09, 23, 23, 11
2015-06-10, 18, 18, 16
2015-06-11, 20, 20, 14
2015-06-12, 22, 22, 11
2015-06-13, 14, 14, 7
2015-06-14, 9, 9, 9
2015-06-15, 15, 15, 3
2015-06-16, 18, 18, 10
2015-06-17, 16, 16, 18
2015-06-18, 26, 26, 15
2015-06-19, 21, 21, 28
2015-06-20, 10, 10, 7
2015-06-21, 4, 4, 5
2015-06-22, 17, 17, 12
2015-06-23, 21, 21, 21
2015-06-24, 40, 40, 19
2015-06-25, 24, 24, 8
2015-06-26, 23, 23, 8
2015-06-27, 10, 10, 5
2015-06-28, 14, 14, 8
2015-06-29, 28, 28, 28
2015-06-30, 35, 35, 47
2015-07-01, 34, 34, 22
2015-07-02, 30, 30, 30
2015-07-03, 15, 15, 11
2015-07-04, 6, 6, 9
2015-07-05, 6, 6, 2
2015-07-06, 18, 18, 16
2015-07-07, 26, 26, 17
2015-07-08, 31, 31, 28
2015-07-09, 31, 31, 35
2015-07-10, 16, 16, 14
2015-07-11, 5, 5, 7
2015-07-12, 4, 4, 0
2015-07-13, 19, 19, 14
2015-07-14, 28, 28, 14
2015-07-15, 27, 27, 25
2015-07-16, 20, 20, 14
2015-07-17, 30, 30, 33
2015-07-18, 19, 19, 14
2015-07-19, 15, 15, 16
2015-07-20, 30, 30, 21
2015-07-21, 32, 32, 37
2015-07-22, 23, 23, 14
2015-07-23, 26, 26, 18
2015-07-24, 24, 24, 23
2015-07-25, 12, 12, 9
2015-07-26, 15, 15, 9
2015-07-27, 26, 26, 23
2015-07-28, 33, 33, 27
2015-07-29, 22, 22, 18
2015-07-30, 49, 49, 43
2015-07-31, 34, 34, 36
2015-08-01, 15, 15, 19
2015-08-02, 21, 21, 12
2015-08-03, 32, 32, 27
2015-08-04, 37, 37, 25
2015-08-05, 28, 28, 34
2015-08-06, 35, 35, 30
2015-08-07, 35, 35, 24
2015-08-08, 6, 6, 11
2015-08-09, 10, 10, 8
2015-08-10, 24, 24, 10
2015-08-11, 30, 30, 22
2015-08-12, 35, 35, 30
2015-08-13, 30, 30, 30
2015-08-14, 35, 35, 22
2015-08-15, 5, 5, 10
2015-08-16, 11, 11, 5
2015-08-17, 26, 26, 12
2015-08-18, 31, 31, 27
2015-08-19, 33, 33, 38
2015-08-20, 21, 21, 17
2015-08-21, 27, 27, 10
2015-08-22, 4, 4, 2
2015-08-23, 9, 9, 1
2015-08-24, 20, 20, 11
2015-08-25, 34, 34, 30
2015-08-26, 34, 34, 14
2015-08-27, 18, 18, 20
2015-08-28, 25, 25, 18
2015-08-29, 8, 8, 8
2015-08-30, 6, 6, 5
2015-08-31, 14, 14, 11
2015-09-01, 18, 18, 7
2015-09-02, 18, 18, 5
2015-09-03, 14, 14, 19
2015-09-04, 15, 15, 8
2015-09-05, 9, 9, 6
2015-09-06, 17, 17, 0
2015-09-07, 14, 14, 1
2015-09-08, 11, 11, 11
2015-09-09, 16, 16, 13
2015-09-10, 33, 33, 16
2015-09-11, 20, 20, 20
2015-09-12, 4, 4, 5
2015-09-13, 4, 4, 1
2015-09-14, 22, 22, 13
2015-09-15, 17, 17, 19
2015-09-16, 13, 13, 12
2015-09-17, 15, 15, 19
2015-09-18, 29, 29, 15
2015-09-19, 8, 8, 4
2015-09-20, 4, 4, 4
2015-09-21, 11, 11, 12
2015-09-22, 19, 19, 24
2015-09-23, 15, 15, 11
2015-09-24, 21, 21, 8
2015-09-25, 10, 10, 3
2015-09-26, 4, 4, 0
2015-09-27, 2, 2, 5
2015-09-28, 6, 6, 5
2015-09-29, 9, 9, 7
2015-09-30, 12, 12, 6
2015-10-01, 6, 6, 4
2015-10-02, 11, 11, 7
2015-10-03, 2, 2, 3
2015-10-04, 2, 2, 4
2015-10-05, 16, 16, 1
2015-10-06, 15, 15, 9
2015-10-07, 10, 10, 18
2015-10-08, 25, 25, 20
2015-10-09, 13, 13, 13
2015-10-10, 11, 11, 2
2015-10-11, 4, 4, 0
2015-10-12, 14, 14, 7
2015-10-13, 23, 23, 16
2015-10-14, 21, 21, 15
2015-10-15, 14, 14, 12
2015-10-16, 14, 14, 13
2015-10-17, 3, 3, 6
2015-10-18, 4, 4, 6
2015-10-19, 12, 12, 14
2015-10-20, 16, 16, 13
2015-10-21, 17, 17, 17
2015-10-22, 30, 30, 13
2015-10-23, 21, 21, 10
2015-10-24, 9, 9, 6
2015-10-25, 7, 7, 4
2015-10-26, 14, 14, 9
2015-10-27, 26, 26, 21
2015-10-28, 30, 30, 11
2015-10-29, 22, 22, 13
2015-10-30, 21, 21, 13
2015-10-31, 6, 6, 5
2015-11-01, 10, 10, 7
2015-11-02, 20, 20, 13
2015-11-03, 31, 31, 27
2015-11-04, 23, 23, 22
2015-11-05, 36, 36, 23
2015-11-06, 19, 19, 23
2015-11-07, 11, 11, 7
2015-11-08, 9, 9, 6
2015-11-09, 26, 26, 22
2015-11-10, 32, 32, 29
2015-11-11, 34, 34, 32
2015-11-12, 36, 36, 18
2015-11-13, 30, 30, 21
2015-11-14, 8, 8, 5
2015-11-15, 6, 6, 5
2015-11-16, 25, 25, 20
2015-11-17, 34, 34, 33
2015-11-18, 42, 42, 42
2015-11-19, 26, 26, 26
2015-11-20, 25, 25, 26
2015-11-21, 13, 13, 6
2015-11-22, 8, 8, 1
2015-11-23, 25, 25, 18
2015-11-24, 28, 28, 23
2015-11-25, 32, 32, 24
2015-11-26, 28, 28, 6
2015-11-27, 13, 13, 14
2015-11-28, 4, 4, 1
2015-11-29, 7, 7, 4
2015-11-30, 17, 17, 15
2015-12-01, 31, 31, 26
2015-12-02, 31, 31, 12
2015-12-03, 25, 25, 16
2015-12-04, 14, 14, 9
2015-12-05, 10, 10, 8
2015-12-06, 5, 5, 5
2015-12-07, 15, 15, 10
2015-12-08, 28, 28, 22
2015-12-09, 23, 23, 12
2015-12-10, 27, 27, 21
2015-12-11, 11, 11, 8
2015-12-12, 8, 8, 4
2015-12-13, 6, 6, 2
2015-12-14, 16, 16, 5
2015-12-15, 18, 18, 6
2015-12-16, 22, 22, 39
2015-12-17, 26, 26, 19
2015-12-18, 21, 21, 11
2015-12-19, 8, 8, 11
2015-12-20, 10, 10, 3
2015-12-21, 19, 19, 12
2015-12-22, 17, 17, 13
2015-12-23, 20, 20, 5
2015-12-24, 11, 11, 5
2015-12-25, 7, 7, 0
2015-12-26, 5, 5, 1
2015-12-27, 6, 6, 0
2015-12-28, 10, 10, 15
2015-12-29, 15, 15, 7
2015-12-30, 17, 17, 12
2015-12-31, 9, 9, 12
2016-01-01, 7, 7, 7
2016-01-02, 10, 10, 4
2016-01-03, 7, 7, 4
2016-01-04, 16, 16, 18
2016-01-05, 28, 28, 23
2016-01-06, 16, 16, 21
2016-01-07, 28, 28, 19
2016-01-08, 14, 14, 14
2016-01-09, 10, 10, 5
2016-01-10, 10, 10, 5
2016-01-11, 23, 23, 14
2016-01-12, 19, 19, 17
2016-01-13, 18, 18, 15
2016-01-14, 12, 12, 10
2016-01-15, 21, 21, 17
2016-01-16, 8, 8, 8
2016-01-17, 10, 10, 3
2016-01-18, 23, 23, 10
2016-01-19, 20, 20, 21
2016-01-20, 12, 12, 20
2016-01-21, 19, 19, 5
2016-01-22, 9, 9, 6
2016-01-23, 2, 2, 10
2016-01-24, 7, 7, 3
2016-01-25, 16, 16, 12
2016-01-26, 27, 27, 19
2016-01-27, 28, 28, 19
2016-01-28, 10, 10, 7
2016-01-29, 21, 21, 12
2016-01-30, 3, 3, 8
2016-01-31, 4, 4, 3
2016-02-01, 8, 8, 12
2016-02-02, 29, 29, 15
2016-02-03, 31, 31, 13
2016-02-04, 17, 17, 18
2016-02-05, 14, 14, 9
2016-02-06, 6, 6, 3
2016-02-07, 7, 7, 2
2016-02-08, 15, 15, 5
2016-02-09, 20, 20, 12
2016-02-10, 17, 17, 16
2016-02-11, 12, 12, 22
2016-02-12, 16, 16, 17
2016-02-13, 6, 6, 3
2016-02-14, 5, 5, 5
2016-02-15, 7, 7, 4
2016-02-16, 15, 15, 8
2016-02-17, 20, 20, 6
2016-02-18, 12, 12, 7
2016-02-19, 25, 25, 8
2016-02-20, 2, 2, 8
2016-02-21, 12, 12, 12
2016-02-22, 19, 19, 16
2016-02-23, 21, 21, 24
2016-02-24, 20, 20, 13
2016-02-25, 25, 25, 22
2016-02-26, 23, 23, 22
2016-02-27, 10, 10, 5
2016-02-28, 8, 8, 3
2016-02-29, 18, 18, 15
2016-03-01, 14, 14, 8
2016-03-02, 25, 25, 14
2016-03-03, 24, 24, 19
2016-03-04, 29, 29, 15
2016-03-05, 10, 10, 3
2016-03-06, 8, 8, 2
2016-03-07, 17, 17, 15
2016-03-08, 25, 25, 19
2016-03-09, 28, 28, 21
2016-03-10, 20, 20, 22
2016-03-11, 27, 27, 25
2016-03-12, 15, 15, 2
2016-03-13, 7, 7, 4
2016-03-14, 18, 18, 21
2016-03-15, 37, 37, 23
2016-03-16, 30, 30, 30
2016-03-17, 30, 30, 25
2016-03-18, 35, 35, 17
2016-03-19, 7, 7, 7
2016-03-20, 9, 9, 2
2016-03-21, 16, 16, 17
2016-03-22, 35, 35, 19
2016-03-23, 19, 19, 20
2016-03-24, 22, 22, 11
2016-03-25, 25, 25, 20
2016-03-26, 11, 11, 10
2016-03-27, 7, 7, 4
2016-03-28, 29, 29, 24
2016-03-29, 33, 33, 20
2016-03-30, 25, 25, 13
2016-03-31, 27, 27, 20
2016-04-01, 20, 20, 22
2016-04-02, 10, 10, 10
2016-04-03, 6, 6, 9
2016-04-04, 21, 21, 14
2016-04-05, 29, 29, 19
2016-04-06, 33, 33, 30
2016-04-07, 27, 27, 14
2016-04-08, 18, 18, 19
2016-04-09, 13, 13, 14
2016-04-10, 9, 9, 12
2016-04-11, 22, 22, 13
2016-04-12, 32, 32, 23
2016-04-13, 31, 31, 17
2016-04-14, 28, 28, 19
2016-04-15, 34, 34, 16
2016-04-16, 13, 13, 10
2016-04-17, 9, 9, 3
2016-04-18, 25, 25, 19
2016-04-19, 27, 27, 23
2016-04-20, 38, 38, 29
2016-04-21, 39, 39, 29
2016-04-22, 40, 40, 25
2016-04-23, 19, 19, 23
2016-04-24, 8, 8, 10
2016-04-25, 20, 20, 22
2016-04-26, 46, 46, 25
2016-04-27, 25, 25, 23
2016-04-28, 24, 24, 22
2016-04-29, 25, 25, 30
2016-04-30, 21, 21, 23
2016-05-01, 11, 11, 5
2016-05-02, 24, 24, 15
2016-05-03, 31, 31, 32
2016-05-04, 33, 33, 26
2016-05-05, 25, 25, 25
2016-05-06, 28, 28, 7
2016-05-07, 10, 10, 7
2016-05-08, 14, 14, 1
2016-05-09, 24, 24, 24
2016-05-10, 23, 23, 27
2016-05-11, 28, 28, 30
2016-05-12, 17, 17, 17
2016-05-13, 26, 26, 14
2016-05-14, 10, 10, 3
2016-05-15, 7, 7, 2
2016-05-16, 14, 14, 5
2016-05-17, 16, 16, 15
2016-05-18, 27, 27, 18
2016-05-19, 23, 23, 24
2016-05-20, 30, 30, 38
2016-05-21, 8, 8, 6
2016-05-22, 12, 12, 11
2016-05-23, 11, 11, 6
2016-05-24, 18, 18, 18
2016-05-25, 25, 25, 21
2016-05-26, 29, 29, 17
2016-05-27, 28, 28, 26
2016-05-28, 18, 18, 9
2016-05-29, 10, 10, 1
2016-05-30, 4, 4, 4
2016-05-31, 26, 26, 13
2016-06-01, 29, 29, 23
2016-06-02, 28, 28, 19
2016-06-03, 21, 21, 24
2016-06-04, 6, 6, 5
2016-06-05, 10, 10, 5
2016-06-06, 16, 16, 11
2016-06-07, 12, 12, 9
2016-06-08, 22, 22, 5
2016-06-09, 13, 13, 9
2016-06-10, 32, 32, 26
2016-06-11, 6, 6, 13
2016-06-12, 8, 8, 13
2016-06-13, 25, 25, 13
2016-06-14, 22, 22, 17
2016-06-15, 21, 21, 24
2016-06-16, 25, 25, 20
2016-06-17, 23, 23, 16
2016-06-18, 19, 19, 12
2016-06-19, 11, 11, 3
2016-06-20, 19, 19, 17
2016-06-21, 37, 37, 28
2016-06-22, 35, 35, 21
2016-06-23, 14, 14, 17
2016-06-24, 22, 22, 13
2016-06-25, 6, 6, 10
2016-06-26, 8, 8, 1
2016-06-27, 17, 17, 10
2016-06-28, 25, 25, 17
2016-06-29, 27, 27, 23
2016-06-30, 22, 22, 18
2016-07-01, 16, 16, 15
2016-07-02, 9, 9, 3
2016-07-03, 5, 5, 3
2016-07-04, 14, 14, 5
2016-07-05, 10, 10, 11
2016-07-06, 23, 23, 21
2016-07-07, 15, 15, 13
2016-07-08, 12, 12, 12
2016-07-09, 10, 10, 5
2016-07-10, 7, 7, 0
2016-07-11, 16, 16, 11
2016-07-12, 22, 22, 15
2016-07-13, 25, 25, 20
2016-07-14, 22, 22, 16
2016-07-15, 14, 14, 6
2016-07-16, 7, 7, 3
2016-07-17, 10, 10, 2
2016-07-18, 9, 9, 7
2016-07-19, 22, 22, 16
2016-07-20, 17, 17, 10
2016-07-21, 20, 20, 10
2016-07-22, 10, 10, 7
2016-07-23, 9, 9, 5
2016-07-24, 7, 7, 5
2016-07-25, 17, 17, 20
2016-07-26, 20, 20, 15
2016-07-27, 10, 10, 9
2016-07-28, 9, 9, 7
2016-07-29, 22, 22, 6
2016-07-30, 11, 11, 4
2016-07-31, 4, 4, 3
2016-08-01, 16, 16, 9
2016-08-02, 23, 23, 16
2016-08-03, 18, 18, 5
2016-08-04, 14, 14, 16
2016-08-05, 15, 15, 11
2016-08-06, 5, 5, 3
2016-08-07, 6, 6, 8
2016-08-08, 23, 23, 12
2016-08-09, 22, 22, 12
2016-08-10, 14, 14, 17
2016-08-11, 29, 29, 15
2016-08-12, 10, 10, 11
2016-08-13, 6, 6, 5
2016-08-14, 7, 7, 2
2016-08-15, 19, 19, 7
2016-08-16, 17, 17, 8
2016-08-17, 18, 18, 13
2016-08-18, 15, 15, 8
2016-08-19, 18, 18, 11
2016-08-20, 11, 11, 9
2016-08-21, 6, 6, 5
2016-08-22, 20, 20, 14
2016-08-23, 13, 13, 13
2016-08-24, 23, 23, 15
2016-08-25, 21, 21, 14
2016-08-26, 18, 18, 14
2016-08-27, 14, 14, 10
2016-08-28, 5, 5, 1
2016-08-29, 14, 14, 5
2016-08-30, 17, 17, 12
2016-08-31, 17, 17, 11
2016-09-01, 24, 24, 19
2016-09-02, 16, 16, 19
2016-09-03, 8, 8, 7
2016-09-04, 4, 4, 4
2016-09-05, 8, 8, 3
2016-09-06, 22, 22, 16
2016-09-07, 20, 20, 10
2016-09-08, 12, 12, 4
2016-09-09, 19, 19, 6
2016-09-10, 10, 10, 5
2016-09-11, 6, 6, 6
2016-09-12, 13, 13, 10
2016-09-13, 23, 23, 5
2016-09-14, 17, 17, 14
2016-09-15, 8, 8, 15
2016-09-16, 8, 8, 6
2016-09-17, 11, 11, 7
2016-09-18, 11, 11, 7
2016-09-19, 12, 12, 5
2016-09-20, 14, 14, 10
2016-09-21, 20, 20, 18
2016-09-22, 16, 16, 19
2016-09-23, 19, 19, 11
2016-09-24, 7, 7, 3
2016-09-25, 5, 5, 1
2016-09-26, 10, 10, 9
2016-09-27, 23, 23, 11
2016-09-28, 19, 19, 8
2016-09-29, 16, 16, 17
2016-09-30, 12, 12, 4
2016-10-01, 4, 4, 7
2016-10-02, 6, 6, 2
2016-10-03, 9, 9, 5
2016-10-04, 16, 16, 11
2016-10-05, 14, 14, 8
2016-10-06, 19, 19, 7
2016-10-07, 12, 12, 14
2016-10-08, 6, 6, 5
2016-10-09, 5, 5, 0
2016-10-10, 15, 15, 8
2016-10-11, 17, 17, 15
2016-10-12, 15, 15, 14
2016-10-13, 17, 17, 14
2016-10-14, 23, 23, 20
2016-10-15, 8, 8, 3
2016-10-16, 3, 3, 2
2016-10-17, 17, 17, 6
2016-10-18, 15, 15, 16
2016-10-19, 19, 19, 7
2016-10-20, 17, 17, 12
2016-10-21, 19, 19, 15
2016-10-22, 7, 7, 9
2016-10-23, 4, 4, 5
2016-10-24, 12, 12, 3
2016-10-25, 16, 16, 12
2016-10-26, 18, 18, 18
2016-10-27, 15, 15, 11
2016-10-28, 11, 11, 4
2016-10-29, 6, 6, 2
2016-10-30, 8, 8, 8
2016-10-31, 15, 15, 5
2016-11-01, 17, 17, 20
2016-11-02, 20, 20, 21
2016-11-03, 19, 19, 16
2016-11-04, 15, 15, 8
2016-11-05, 10, 10, 9
2016-11-06, 4, 4, 4
2016-11-07, 12, 12, 11
2016-11-08, 14, 14, 17
2016-11-09, 20, 20, 12
2016-11-10, 10, 10, 8
2016-11-11, 11, 11, 7
2016-11-12, 10, 10, 5
2016-11-13, 5, 5, 0
2016-11-14, 11, 11, 10
2016-11-15, 10, 10, 13
2016-11-16, 16, 16, 17
2016-11-17, 12, 12, 7
2016-11-18, 15, 15, 5
2016-11-19, 5, 5, 7
2016-11-20, 10, 10, 8
2016-11-21, 19, 19, 8
2016-11-22, 12, 12, 12
2016-11-23, 16, 16, 10
2016-11-24, 8, 8, 3
2016-11-25, 8, 8, 7
2016-11-26, 4, 4, 4
2016-11-27, 7, 7, 0
2016-11-28, 22, 22, 16
2016-11-29, 21, 21, 17
2016-11-30, 22, 22, 20
2016-12-01, 21, 21, 10
2016-12-02, 12, 12, 15
2016-12-03, 7, 7, 8
2016-12-04, 8, 8, 4
2016-12-05, 24, 24, 9
2016-12-06, 16, 16, 18
2016-12-07, 22, 22, 15
2016-12-08, 23, 23, 18
2016-12-09, 16, 16, 13
2016-12-10, 8, 8, 9
2016-12-11, 3, 3, 4
2016-12-12, 10, 10, 7
2016-12-13, 13, 13, 14
2016-12-14, 11, 11, 15
2016-12-15, 15, 15, 14
2016-12-16, 22, 22, 13
2016-12-17, 4, 4, 3
2016-12-18, 5, 5, 2
2016-12-19, 15, 15, 5
2016-12-20, 19, 19, 7
2016-12-21, 14, 14, 10
2016-12-22, 7, 7, 15
2016-12-23, 7, 7, 5
2016-12-24, 4, 4, 4
2016-12-25, 2, 2, 0
2016-12-26, 11, 11, 3
2016-12-27, 9, 9, 6
2016-12-28, 8, 8, 10
2016-12-29, 12, 12, 6
2016-12-30, 3, 3, 4
